TRADEDATE,SECID,SHORTNAME,COUPON_TYPE,PLOT_GROUP,PRICE_FOR_ANALYSIS,ACCINT,FLOATING_COUPON_RATE_EST,RATE_FOR_ANALYSIS,YEARS_TO_MATURITY,VALUE
2025-02-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,93.697,10.7,20.31833333333333,20.31833333333333,10.16290212183436,22888254.02
2025-02-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,93.383,11.28,21.17,21.17,10.160164271047227,89605334.66
2025-02-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,93.393,11.85,20.805000000000014,20.805000000000014,10.157426420260096,163964326.32
2025-02-20,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,93.631,12.42,20.805000000000014,20.805000000000014,10.154688569472963,10556871.41
2025-02-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.077,12.99,20.805000000000014,20.805000000000014,10.151950718685832,6222273.04
2025-02-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.124,14.72,21.048333333333336,21.048333333333336,10.143737166324437,8931432.28
2025-02-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.202,15.29,20.804999999999943,20.804999999999943,10.140999315537304,3441213.92
2025-02-26,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.151,15.87,21.17,21.17,10.13826146475017,50846348.83
2025-02-27,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.317,16.44,20.805000000000074,20.805000000000074,10.13552361396304,12393282.22
2025-02-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.384,17.02,21.169999999999938,21.169999999999938,10.132785763175908,30556689.89
2025-03-03,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.649,18.76,21.170000000000027,21.170000000000027,10.124572210814511,2576344.58
2025-03-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.806,19.34,21.169999999999938,21.169999999999938,10.121834360027378,57972201.16
2025-03-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.746,19.92,21.170000000000066,21.170000000000066,10.119096509240247,243266947.66
2025-03-06,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.697,20.49,20.80499999999988,20.80499999999988,10.116358658453114,4732027.19
2025-03-07,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.696,21.07,21.170000000000066,21.170000000000066,10.113620807665985,2983867.87
2025-03-10,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.706,22.81,21.169999999999984,21.169999999999984,10.105407255304586,27443055.62
2025-03-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.71,23.4,21.534999999999993,21.534999999999993,10.102669404517451,33671272.01
2025-03-12,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.859,23.98,21.170000000000066,21.170000000000066,10.099931553730322,32742559.39
2025-03-13,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.983,24.56,21.169999999999938,21.169999999999938,10.097193702943189,21187771.58
2025-03-14,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.996,25.15,21.534999999999993,21.534999999999993,10.094455852156058,43260128.29
2025-03-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.247,26.91,21.413333333333355,21.413333333333355,10.08624229979466,7282564.34
2025-03-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.2,27.49,21.169999999999938,21.169999999999938,10.08350444900753,19038008.18
2025-03-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.222,28.07,21.170000000000066,21.170000000000066,10.080766598220396,88450047.03
2025-03-20,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.3,28.65,21.169999999999938,21.169999999999938,10.078028747433263,50097313.16
2025-03-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.311,29.24,21.534999999999993,21.534999999999993,10.075290896646132,50825286.81
2025-03-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.373,31.01,21.53500000000004,21.53500000000004,10.067077344284735,99113824.76
2025-03-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.288,31.59,21.169999999999938,21.169999999999938,10.064339493497604,54542770.46
2025-03-26,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.313,32.18,21.534999999999993,21.534999999999993,10.061601642710473,102540799.53
2025-03-27,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.36,32.77,21.535000000000124,21.535000000000124,10.05886379192334,78471886.03
2025-03-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.22,33.36,21.534999999999865,21.534999999999865,10.056125941136209,10363773.45
2025-03-31,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.177,35.12,21.41333333333331,21.41333333333331,10.047912388774812,35911280.64
2025-04-01,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.046,35.71,21.535000000000124,21.535000000000124,10.04517453798768,9946532.21
2025-04-02,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.99,36.3,21.534999999999865,21.534999999999865,10.042436687200547,3810987.99
2025-04-03,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.03,36.89,21.535000000000124,21.535000000000124,10.039698836413416,2040288.42
2025-04-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.005,37.47,21.169999999999938,21.169999999999938,10.036960985626283,7755268.96
2025-04-07,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.818,39.21,21.170000000000027,21.170000000000027,10.028747433264886,25486253.17
2025-04-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.938,39.8,21.534999999999865,21.534999999999865,10.026009582477757,4762093.25
2025-04-09,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.923,40.39,21.535000000000124,21.535000000000124,10.023271731690622,7976407.15
2025-04-10,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.857,40.98,21.534999999999865,21.534999999999865,10.020533880903493,9921545.41
2025-04-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.858,41.57,21.535000000000124,21.535000000000124,10.017796030116358,2383300.77
2025-04-14,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.948,43.35,21.656666666666684,21.656666666666684,10.009582477754964,2580693.7
2025-04-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.857,43.93,21.169999999999938,21.169999999999938,10.00684462696783,15379231.34
2025-04-16,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.856,44.52,21.535000000000124,21.535000000000124,10.0041067761807,4043704.93
2025-04-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.857,45.11,21.534999999999865,21.534999999999865,10.001368925393566,3631143.2
2025-04-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.776,45.7,21.535000000000124,21.535000000000124,9.998631074606434,16038026.5
2025-04-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.768,47.47,21.534999999999947,21.534999999999947,9.990417522245036,6948338.07
2025-04-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.768,48.05,21.169999999999938,21.169999999999938,9.987679671457906,4238952.77
2025-04-23,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.799,48.62,20.805000000000014,20.805000000000014,9.984941820670771,1784123.26
2025-04-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.76,49.19,20.805000000000014,20.805000000000014,9.982203969883642,4737063.44
2025-04-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.955,49.76,20.805000000000014,20.805000000000014,9.979466119096507,4317623.22
2025-04-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.972,51.45,20.561666666666724,20.561666666666724,9.971252566735114,7931151.28
2025-04-29,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.001,52.02,20.805000000000014,20.805000000000014,9.96851471594798,10335151.97
2025-04-30,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.038,0.0,20.805000000000014,20.805000000000014,9.96577686516085,36467996.44
2025-05-02,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.922,1.14,20.805,20.805,9.960301163586584,4692953.22
2025-05-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.947,2.84,20.68333333333333,20.68333333333333,9.952087611225188,6154479.57
2025-05-06,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.81,3.41,20.805000000000014,20.805000000000014,9.949349760438055,3842721.12
2025-05-07,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.811,3.98,20.804999999999996,20.804999999999996,9.946611909650924,5638357.36
2025-05-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.031,4.55,20.804999999999996,20.804999999999996,9.943874058863791,2244621.21
2025-05-12,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.944,6.82,20.713750000000005,20.713750000000005,9.932922655715265,4123433.86
2025-05-13,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.999,7.38,20.439999999999987,20.439999999999987,9.930184804928132,1472481.56
2025-05-14,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.966,7.95,20.805000000000014,20.805000000000014,9.927446954141,2682796.9
2025-05-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.027,8.51,20.439999999999987,20.439999999999987,9.924709103353868,9124534.54
2025-05-16,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.857,9.08,20.805000000000014,20.805000000000014,9.921971252566737,975396.39
2025-05-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.396,10.78,20.683333333333323,20.683333333333323,9.91375770020534,11266211.15
2025-05-20,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.829,11.34,20.44000000000002,20.44000000000002,9.911019849418206,4616293.41
2025-05-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.662,11.92,21.17,21.17,9.908281998631075,12180220.97
2025-05-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.604,12.49,20.805000000000014,20.805000000000014,9.905544147843942,114812135.42
2025-05-23,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.648,13.06,20.805000000000014,20.805000000000014,9.902806297056811,1714080.93
2025-05-26,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.658,14.78,20.92666666666665,20.92666666666665,9.894592744695414,6810638.41
2025-05-27,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.65,15.35,20.805000000000014,20.805000000000014,9.891854893908285,2150440.34
2025-05-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.674,15.92,20.805000000000014,20.805000000000014,9.88911704312115,3885423.55
2025-05-29,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.71,16.49,20.804999999999943,20.804999999999943,9.886379192334015,3465454.29
2025-05-30,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.794,17.06,20.805000000000014,20.805000000000014,9.883641341546886,2073799.13
2025-06-02,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.765,18.77,20.805000000000014,20.805000000000014,9.875427789185489,4659582.0
2025-06-03,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.749,19.34,20.805000000000014,20.805000000000014,9.872689938398358,11572190.01
2025-06-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.804,19.91,20.805000000000014,20.805000000000014,9.869952087611225,7412719.54
2025-06-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.85,20.48,20.805000000000014,20.805000000000014,9.867214236824092,12052646.77
2025-06-06,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.851,21.06,21.169999999999938,21.169999999999938,9.86447638603696,12058444.82
2025-06-09,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.806,22.79,21.048333333333336,21.048333333333336,9.856262833675563,6486620.92
2025-06-10,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.764,23.36,20.805000000000014,20.805000000000014,9.853524982888432,5117247.13
2025-06-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.465,23.93,20.805000000000014,20.805000000000014,9.8507871321013,11531411.42
2025-06-13,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.536,25.07,20.805000000000014,20.805000000000014,9.845311430527037,1787671.75
2025-06-16,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.705,26.74,20.318333333333314,20.318333333333314,9.83709787816564,7500636.1
2025-06-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.647,27.28,19.7100000000001,19.7100000000001,9.834360027378509,4613865.57
2025-06-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,94.902,27.82,19.70999999999997,19.70999999999997,9.831622176591376,8264981.03
2025-06-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.014,28.37,20.075000000000028,20.075000000000028,9.828884325804244,107525864.43
2025-06-20,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.351,28.91,19.70999999999997,19.70999999999997,9.826146475017111,23507741.64
2025-06-23,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.529,30.54,19.831666666666653,19.831666666666653,9.817932922655714,398332231.93
2025-06-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.662,31.09,20.075000000000028,20.075000000000028,9.815195071868583,238767279.82
2025-06-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.088,31.63,19.70999999999997,19.70999999999997,9.81245722108145,983019411.26
2025-06-26,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.496,32.17,19.7100000000001,19.7100000000001,9.80971937029432,528839835.59
2025-06-27,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.795,32.71,19.70999999999997,19.70999999999997,9.806981519507186,1232144446.36
2025-06-30,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.978,34.33,19.70999999999997,19.70999999999997,9.79876796714579,855197530.31
2025-07-01,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.815,34.87,19.70999999999997,19.70999999999997,9.796030116358658,9686387.27
2025-07-02,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.868,35.41,19.70999999999997,19.70999999999997,9.793292265571528,3660657.13
2025-07-03,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.778,35.95,19.710000000000232,19.710000000000232,9.790554414784394,17782064.68
2025-07-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.754,36.5,20.074999999999896,20.074999999999896,9.787816563997264,8046989.35
2025-07-07,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.881,38.14,19.95333333333334,19.95333333333334,9.779603011635864,6333140.28
2025-07-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.746,38.69,20.074999999999896,20.074999999999896,9.776865160848734,2912062.64
2025-07-09,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.712,39.24,20.075000000000156,20.075000000000156,9.7741273100616,17246516.95
2025-07-10,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.697,39.78,19.70999999999997,19.70999999999997,9.77138945927447,13469880.37
2025-07-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.673,40.33,20.074999999999896,20.074999999999896,9.768651608487335,14586005.91
2025-07-14,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.404,41.98,20.07499999999998,20.07499999999998,9.760438056125942,15094499.84
2025-07-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.653,42.52,19.710000000000232,19.710000000000232,9.757700205338809,5904504.74
2025-07-16,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.612,43.06,19.70999999999997,19.70999999999997,9.754962354551678,301051664.79
2025-07-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.45,43.59,19.34500000000004,19.34500000000004,9.752224503764545,176048192.84
2025-07-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.487,44.12,19.344999999999782,19.344999999999782,9.749486652977414,288199805.72
2025-07-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.508,45.7,19.223333333333404,19.223333333333404,9.741273100616016,199658531.81
2025-07-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.606,46.23,19.344999999999782,19.344999999999782,9.738535249828884,296037739.15
2025-07-23,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.543,46.75,18.980000000000114,18.980000000000114,9.735797399041752,206397945.05
2025-07-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.536,47.28,19.34500000000004,19.34500000000004,9.73305954825462,199819810.49
2025-07-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.544,47.8,18.979999999999855,18.979999999999855,9.730321697467488,101564508.34
2025-07-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.571,49.37,19.10166666666667,19.10166666666667,9.722108145106091,8704912.11
2025-07-29,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.724,49.9,19.34500000000004,19.34500000000004,9.71937029431896,27185436.77
2025-07-30,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.685,0.0,19.34500000000004,19.34500000000004,9.716632443531829,127405668.38
2025-07-31,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.629,0.52,18.980000000000004,18.980000000000004,9.713894592744696,218974946.36
2025-08-01,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.681,1.05,19.345,19.345,9.711156741957565,6601347.09
2025-08-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.754,2.6,18.858333333333334,18.858333333333334,9.702943189596168,11638478.9
2025-08-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.712,3.11,18.61499999999999,18.61499999999999,9.700205338809036,293188803.35
2025-08-06,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.762,3.62,18.61500000000001,18.61500000000001,9.697467488021903,2457761.74
2025-08-07,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.678,4.12,18.25,18.25,9.69472963723477,8150895.95
2025-08-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.624,4.61,17.885000000000005,17.885000000000005,9.69199178644764,6565572.49
2025-08-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.526,6.09,18.00666666666666,18.00666666666666,9.683778234086242,13378459.3
2025-08-12,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.579,6.58,17.885000000000005,17.885000000000005,9.681040383299113,7038662.0
2025-08-13,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.387,7.07,17.885000000000005,17.885000000000005,9.678302532511978,5419497.67
2025-08-14,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.444,7.55,17.519999999999982,17.519999999999982,9.675564681724849,17288290.67
2025-08-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.457,8.04,17.884999999999977,17.884999999999977,9.672826830937714,14078102.45
2025-08-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.573,9.5,17.763333333333346,17.763333333333346,9.664613278576317,12084152.94
2025-08-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.389,9.96,16.79000000000003,16.79000000000003,9.661875427789186,27844251.13
2025-08-20,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.493,10.45,17.884999999999945,17.884999999999945,9.659137577002053,12818142.12
2025-08-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.491,10.94,17.885000000000005,17.885000000000005,9.65639972621492,14611593.73
2025-08-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.47,11.42,17.520000000000017,17.520000000000017,9.653661875427789,16099815.96
2025-08-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.416,12.88,17.763333333333346,17.763333333333346,9.645448323066391,13399924.07
2025-08-26,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.421,13.37,17.884999999999945,17.884999999999945,9.64271047227926,5716790.28
2025-08-27,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.429,13.86,17.885000000000005,17.885000000000005,9.639972621492127,17913696.81
2025-08-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.431,14.34,17.520000000000017,17.520000000000017,9.637234770704996,18665280.48
2025-08-29,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.425,14.83,17.885000000000005,17.885000000000005,9.634496919917863,16511799.83
2025-09-01,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.16,16.29,17.76333333333332,17.76333333333332,9.626283367556468,20362478.39
2025-09-02,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.928,16.77,17.520000000000017,17.520000000000017,9.623545516769337,16092983.89
2025-09-03,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.195,17.26,17.88500000000007,17.88500000000007,9.620807665982204,14620677.1
2025-09-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.227,17.74,17.519999999999886,17.519999999999886,9.618069815195073,17717275.78
2025-09-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.198,18.23,17.88500000000007,17.88500000000007,9.61533196440794,17364672.61
2025-09-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.776,19.69,17.763333333333346,17.763333333333346,9.607118412046544,124459752.57
2025-09-09,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.189,20.18,17.884999999999945,17.884999999999945,9.604380561259411,26484811.36
2025-09-10,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.027,20.66,17.520000000000017,17.520000000000017,9.60164271047228,18657058.85
2025-09-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.04,21.15,17.884999999999945,17.884999999999945,9.598904859685147,61211329.43
2025-09-12,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.027,21.63,17.520000000000017,17.520000000000017,9.596167008898014,22482750.02
2025-09-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.048,23.09,17.763333333333346,17.763333333333346,9.58795345653662,35560679.26
2025-09-16,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.118,23.58,17.884999999999945,17.884999999999945,9.585215605749486,13369081.17
2025-09-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.187,24.05,17.15500000000009,17.15500000000009,9.582477754962357,27359344.79
2025-09-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.163,24.51,16.79000000000003,16.79000000000003,9.579739904175222,20118328.3
2025-09-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.997,24.98,17.15499999999996,17.15499999999996,9.57700205338809,1882509.11
2025-09-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.04,26.37,16.911666666666676,16.911666666666676,9.568788501026694,4442807.13
2025-09-23,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.371,26.83,16.789999999999903,16.789999999999903,9.566050650239562,589283118.76
2025-09-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.465,27.3,17.15500000000009,17.15500000000009,9.56331279945243,7970902.43
2025-09-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.599,27.76,16.79000000000003,16.79000000000003,9.560574948665298,3395443.74
2025-09-26,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.053,28.22,16.789999999999903,16.789999999999903,9.557837097878163,13902723.12
2025-09-29,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.025,29.62,17.03333333333336,17.03333333333336,9.54962354551677,33479996.33
2025-09-30,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.983,30.08,16.789999999999903,16.789999999999903,9.546885694729635,421474100.86
2025-10-01,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.06,30.54,16.79000000000003,16.79000000000003,9.544147843942506,22931418.7
2025-10-02,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.853,31.01,17.15500000000009,17.15500000000009,9.541409993155373,12998669.69
2025-10-03,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.011,31.47,16.789999999999903,16.789999999999903,9.538672142368242,4295526.32
2025-10-06,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.963,32.87,17.033333333333314,17.033333333333314,9.530458590006845,4016060.12
2025-10-07,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.922,33.34,17.155000000000218,17.155000000000218,9.527720739219712,2604282.55
2025-10-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.065,33.8,16.78999999999977,16.78999999999977,9.52498288843258,9859169.45
2025-10-09,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.131,34.26,16.79000000000003,16.79000000000003,9.522245037645447,8708543.47
2025-10-10,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.089,34.72,16.79000000000003,16.79000000000003,9.519507186858316,5065818.94
2025-10-13,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.083,36.1,16.79000000000003,16.79000000000003,9.51129363449692,25324719.04
2025-10-14,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.675,36.56,16.79000000000003,16.79000000000003,9.508555783709788,24196979.88
2025-10-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.692,37.02,16.79000000000003,16.79000000000003,9.505817932922657,15974391.97
2025-10-16,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.879,37.48,16.78999999999977,16.78999999999977,9.503080082135524,2955962.87
2025-10-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.704,37.92,16.060000000000176,16.060000000000176,9.500342231348393,16554951.74
2025-10-20,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.661,39.27,16.42500000000002,16.42500000000002,9.492128678986996,18283603.9
2025-10-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.689,39.72,16.424999999999844,16.424999999999844,9.489390828199864,5652326.67
2025-10-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.621,40.16,16.059999999999917,16.059999999999917,9.486652977412732,7413475.93
2025-10-23,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.768,40.61,16.425000000000104,16.425000000000104,9.4839151266256,24800003.09
2025-10-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.908,41.06,16.425000000000104,16.425000000000104,9.481177275838467,4477930.88
2025-10-27,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.367,42.42,16.54666666666666,16.54666666666666,9.47296372347707,205210260.98
2025-10-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.78,42.86,16.059999999999917,16.059999999999917,9.47022587268994,43467864.27
2025-10-29,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.898,0.0,16.059999999999917,16.059999999999917,9.467488021902806,31608986.83
2025-10-30,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.943,0.45,16.425,16.425,9.464750171115677,13084679.99
2025-10-31,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.019,0.9,16.425,16.425,9.462012320328542,6228766.27
2025-11-01,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.647,1.35,16.425,16.425,9.45927446954141,49891906.5
2025-11-03,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.001,2.24,16.242500000000003,16.242500000000003,9.453798767967143,3308185.4
2025-11-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.968,3.14,16.424999999999997,16.424999999999997,9.44832306639288,2846411.99
2025-11-06,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.031,3.59,16.42499999999999,16.42499999999999,9.44558521560575,2144369.71
